num|DIRECCION|CALLE|COMUNA|REGION
611|PASAJE EMA LANZ, 418, PUENTE ALTO, Metropolitana de Santiago|PASAJE EMA LANZ|PUENTE ALTO|METROPOLITANA DE SANTIAGO
612|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
613|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
614|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
615|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
616|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
617|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
618|LOS PIONEROS, 0.118, LA FLORIDA, Metropolitana de Santiago|LOS PIONEROS|LA FLORIDA|METROPOLITANA DE SANTIAGO
619|LOS PIONEROS, 0.118, LA FLORIDA, Metropolitana de Santiago|LOS PIONEROS|LA FLORIDA|METROPOLITANA DE SANTIAGO
620|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
621|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
622|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
623|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
624|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
625|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
626|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
627|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
628|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
629|AVENIDA INDEPENDENCIA, 326, PUENTE ALTO, Metropolitana de Santiago|AVENIDA INDEPENDENCIA|PUENTE ALTO|METROPOLITANA DE SANTIAGO
630|SEMINARIO, 385, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
631|AVENIDA JOSE MANUEL BALMACEDA, 491, 10200032, LLAILLAY, Valparaíso|AVENIDA JOSE MANUEL BALMACEDA|LLAILLAY|VALPARAISO
632|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
633|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
634|PASAJE GUATEMALA, 1919, 33200379, SAN RAMON, Metropolitana de Santiago|PASAJE GUATEMALA|SAN RAMON|METROPOLITANA DE SANTIAGO
635|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
636|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
637|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
638|Avenida Providencia, 111, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
639|AVENIDA PROVIDENCIA, 111, 1, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
640|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
641|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1058, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
642|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
643|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
644|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
645|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
646|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
647|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1485, 34100359, LOTA, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
648|LOS PRUNOS, 2307, PUENTE ALTO, Metropolitana de Santiago|LOS PRUNOS|PUENTE ALTO|METROPOLITANA DE SANTIAGO
649|AVENIDA PROVIDENCIA, 129, 33200379, MAIPU, Metropolitana de Santiago|AVENIDA PROVIDENCIA|MAIPU|METROPOLITANA DE SANTIAGO
650|PASAJE CANETE, 1305, 33300143, PUDAHUEL, Metropolitana de Santiago|PASAJE CANETE|PUDAHUEL|METROPOLITANA DE SANTIAGO
651|LOS PRUNOS, 2307, PUENTE ALTO, Metropolitana de Santiago|LOS PRUNOS|PUENTE ALTO|METROPOLITANA DE SANTIAGO
652|SOTOMAYOR, 1825, 2100259, CALAMA, Antofagasta|SOTOMAYOR|CALAMA|ANTOFAGASTA
653|SERRANO, 620, 2000202, IQUIQUE, Tarapacá|SERRANO|IQUIQUE|TARAPACA
654|LOS GLADIOLOS, 1850, COLINA, Metropolitana de Santiago|LOS GLADIOLOS|COLINA|METROPOLITANA DE SANTIAGO
655|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
656|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
657|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
658|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
659|SEMINARIO, 385, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
660|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
661|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
662|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
663|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
664|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
665|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
666|PASAJE ABATE MOLINA, 418, PUENTE ALTO, Metropolitana de Santiago|PASAJE ABATE MOLINA|PUENTE ALTO|METROPOLITANA DE SANTIAGO
667|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
668|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
669|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
670|PASAJE NUEVO OCHO, 3486, 2302741, COQUIMBO, Coquimbo|PASAJE NUEVO OCHO|COQUIMBO|COQUIMBO
671|VEINTISIETE NORTE, 1128, 33200379, TALCA, Maule|VEINTISIETE NORTE|TALCA|MAULE
672|SEMINARIO, 6B, 33200365, PROVIDENCIA, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
673|DAVID ARELLANO, 165, 601212, VINA DEL MAR, Valparaíso|DAVID ARELLANO|VINA DEL MAR|VALPARAISO
674|PRIMAVERA SUR, 110, ISLA DE MAIPO, Metropolitana de Santiago|PRIMAVERA SUR|ISLA DE MAIPO|METROPOLITANA DE SANTIAGO
675|CALLE CUATRO, 10189, 32101769, LA FLORIDA, Metropolitana de Santiago|CALLE CUATRO|LA FLORIDA|METROPOLITANA DE SANTIAGO
676|DOCE DE OCTUBRE, 3477, 205, 34400642, OSORNO, Biobío|DOCE DE OCTUBRE|['CHIGUAYANTE', 'SAN PEDRO DE LA PAZ', 'YUMBEL']|BIO BIO
677|PASAJE BARROS ARANA, 2155, 3201290, LOS ANGELES, Biobío|PASAJE BARROS ARANA|LOS ANGELES|BIO BIO
678|PASAJE PRESIDENTE IBANEZ, 0216, 33500882, QUILICURA, Metropolitana de Santiago|PASAJE PRESIDENTE IBANEZ|QUILICURA|METROPOLITANA DE SANTIAGO
679|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
680|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
681|SEMINARIO, 385, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
682|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
683|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
684|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
685|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
686|SEMINARIO, 385, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
687|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
688|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
689|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
690|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
691|NUEVA FLORIDA, 411, 10397, 4600460, PENAFLOR, Metropolitana de Santiago|NUEVA FLORIDA|PENAFLOR|METROPOLITANA DE SANTIAGO
692|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
693|SAN PEDRO, 169, PUENTE ALTO, Metropolitana de Santiago|SAN PEDRO|PUENTE ALTO|METROPOLITANA DE SANTIAGO
694|PASAJE ABATE MOLINA, 418, PUENTE ALTO, Metropolitana de Santiago|PASAJE ABATE MOLINA|PUENTE ALTO|METROPOLITANA DE SANTIAGO
695|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
696|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
697|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
698|SEMINARIO, 10, 33200365, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
699|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
700|AVENIDA INDEPENDENCIA, 326, PUENTE ALTO, Metropolitana de Santiago|AVENIDA INDEPENDENCIA|PUENTE ALTO|METROPOLITANA DE SANTIAGO
701|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
702|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1485, 34100359, PROVIDENCIA, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
703|NUEVA CALETA LAS PENAS,  40, ARAUCO, Biobío|DIRECCIÓN DESCONOCIDA|ARAUCO|BIO BIO
704|AVENIDA BRASIL, 1001, 1701194, RANCAGUA, Lib. Gral. Bernardo O'Higgins|AVENIDA BRASIL|RANCAGUA|LIBERTADOR GENERAL BERNARDO O HIGGINS
705|MIGUEL AGUIRRE, 256, OVALLE, Coquimbo|MIGUEL AGUIRRE|OVALLE|COQUIMBO
706|SAN JOSE DE PATAGUA, SN, SAN VICENTE, Lib. Gral. Bernardo O'Higgins|DIRECCIÓN DESCONOCIDA|SAN VICENTE|LIBERTADOR GENERAL BERNARDO O HIGGINS
707|AVENIDA LOS CARRERA, 722, 1600645, QUILPUE, Valparaíso|AVENIDA LOS CARRERA|QUILPUE|VALPARAISO
708|PASAJE AURORA BOREAL NORTE, 2513, TALAGANTE, Metropolitana de Santiago|PASAJE AURORA BOREAL NORTE|TALAGANTE|METROPOLITANA DE SANTIAGO
709|AVENIDA NUEVA LIBERTAD, 1410, 1, VINA DEL MAR, Valparaíso|AVENIDA NUEVA LIBERTAD|VINA DEL MAR|VALPARAISO
710|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
711|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
712|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
713|CUATRO NORTE, 131, 601314, VINA DEL MAR, Valparaíso|CUATRO NORTE|VINA DEL MAR|VALPARAISO
714|AINAVILLO, 2130-A, 34900044, PADRE LAS CASAS, La Araucanía|AINAVILLO|PADRE LAS CASAS|LA ARAUCANIA
715|AVENIDA PROVIDENCIA, 127, 100, 33200379, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
716|FRANCISCO PIZARRO, 1952, SANTIAGO, Metropolitana de Santiago|FRANCISCO PIZARRO|SANTIAGO|METROPOLITANA DE SANTIAGO
717|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
718|SAN PEDRO, 172, PUENTE ALTO, Metropolitana de Santiago|SAN PEDRO|PUENTE ALTO|METROPOLITANA DE SANTIAGO
719|StreetName0, 1230, Depart0, Block0, 4, BaBarrio, Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
720|StreetName0, 1230, Depart0, Block0, 4, BaBarrio, Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
721|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
722|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
723|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
724|CAMINO INTERNACIONAL, 2130, PUCON, La Araucanía|CAMINO INTERNACIONAL|PUCON|LA ARAUCANIA
725|PUERTO WILLIAMS, 504, PUERTO MONTT, Los Lagos|PUERTO WILLIAMS|PUERTO MONTT|LOS LAGOS
726|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
727|CUETO, 332, 34100315, SANTIAGO, Metropolitana de Santiago|CUETO|SANTIAGO|METROPOLITANA DE SANTIAGO
728|SEMINARIO, 8, 33200365, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
729|OSVALDO BURGOS, 611, PITRUFQUEN, La Araucanía|OSVALDO BURGOS|PITRUFQUEN|LA ARAUCANIA
730|PASEO HUERFANOS, 1134, 34100280, TALCA, Metropolitana de Santiago|PASEO HUERFANOS|['SANTIAGO']|METROPOLITANA DE SANTIAGO
731|SARGENTO ALDEA, 54, BULNES, Ñuble|SARGENTO ALDEA|BULNES|NUBLE
732|dummy Aisén del Gral. Carlos Ibáñez del Campo|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|COQUIMBO
733|AVENIDA EL PARQUE, 1358, TALCAHUANO, Biobío|AVENIDA EL PARQUE|TALCAHUANO|BIO BIO
734|AVENIDA IRARRAZAVAL, 30225, 32800303, PROVIDENCIA, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
735|PASAJE EL MEMBRILLO, 3171D, 601379, VINA DEL MAR, Valparaíso|DIRECCIÓN DESCONOCIDA|VINA DEL MAR|VALPARAISO
736|JULIO GUTIERREZ, 1390, 31900732, RENGO, Lib. Gral. Bernardo O'Higgins|JULIO GUTIERREZ|RENGO|LIBERTADOR GENERAL BERNARDO O HIGGINS
737|JOSE CARO, 1670, COQUIMBO, Coquimbo|JOSE CARO|COQUIMBO|COQUIMBO
738|BARTOLILLO, SN, CABILDO, Valparaíso|DIRECCIÓN DESCONOCIDA|CABILDO|VALPARAISO
739|PASAJE SEIS, 377-15, 34300823, PUCHUNCAVI, Valparaíso|PASAJE SEIS|PUCHUNCAVI|VALPARAISO
740|PASAJE VEINTITRES Y MEDIO SUR, 346, 4000017, TALCA, Maule|PASAJE VEINTITRES Y MEDIO SUR|TALCA|MAULE
741|PASAJE LOS ALERCES, 1357, COQUIMBO, Coquimbo|PASAJE LOS ALERCES|COQUIMBO|COQUIMBO
742|MARCOS PEREZ, 146, PUENTE ALTO, Metropolitana de Santiago|MARCOS PEREZ|PUENTE ALTO|METROPOLITANA DE SANTIAGO
743|MONSENOR LARRAIN, 997, 4400060, TALAGANTE, Metropolitana de Santiago|MONSENOR LARRAIN|TALAGANTE|METROPOLITANA DE SANTIAGO
744|AVENIDA PORTUGAL, 893, SANTIAGO, Metropolitana de Santiago|AVENIDA PORTUGAL|SANTIAGO|METROPOLITANA DE SANTIAGO
745|AVENIDA PRAT , 1089, 34100359, QUIRIHUE, Biobío|AVENIDA PRAT|['LOTA']|BIO BIO
746|AVENIDA ANDALIEN, 1148, CONCEPCION, Biobío|AVENIDA ANDALIEN|CONCEPCION|BIO BIO
747|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
748|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|SANTIAGO|METROPOLITANA DE SANTIAGO
749|PASAJE LAS LOMAS, 486, COLLIPULLI, La Araucanía|PASAJE LAS LOMAS|COLLIPULLI|LA ARAUCANIA
750|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
751|MONEDA, 1576, 602, SANTIAGO, Metropolitana de Santiago|MONEDA|SANTIAGO|METROPOLITANA DE SANTIAGO
752|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
753|SEMINARIO, 10, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
754|PASAJE EMA LANZ, 410, PUENTE ALTO, Metropolitana de Santiago|PASAJE EMA LANZ|PUENTE ALTO|METROPOLITANA DE SANTIAGO
755|AVENIDA INDEPENDENCIA, 326, PUENTE ALTO, Metropolitana de Santiago|AVENIDA INDEPENDENCIA|PUENTE ALTO|METROPOLITANA DE SANTIAGO
756|MARCOS PEREZ, 146, PUENTE ALTO, Metropolitana de Santiago|MARCOS PEREZ|PUENTE ALTO|METROPOLITANA DE SANTIAGO
757|PICHIDANGUI, 1273, LAS CONDES, Metropolitana de Santiago|PICHIDANGUI|LAS CONDES|METROPOLITANA DE SANTIAGO
758|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
759|PICHIDANGUI, 1273, LAS CONDES, Metropolitana de Santiago|PICHIDANGUI|LAS CONDES|METROPOLITANA DE SANTIAGO
760|TARAPACA, 391, RANCAGUA, Lib. Gral. Bernardo O'Higgins|TARAPACA|RANCAGUA|LIBERTADOR GENERAL BERNARDO O HIGGINS
761|DARWUIN,1336,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
762|ARTURO BURLE 47,0,Metropolitana de Santi|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
763|ALFREDO WAUEH,9075,Metropolitana de Sant|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
764|HIPOLITO SALAS,1826,Metropolitana de San|HIPOLITO SALAS|['CERRO NAVIA']|METROPOLITANA DE SANTIAGO
765|CALLE MARQUES,1194,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
766|DALCAHUE,sn,Los Lagos|DALCAHUE|['PUERTO MONTT', 'PUYEHUE', 'LLANQUIHUE', 'OSORNO']|LOS LAGOS
767|PSJE LUIS CRUZ MARTINEZ,958,Lib. Gral. B|LUIS CRUZ MARTINEZ|['SAN FERNANDO', 'MOSTAZAL', 'RENGO', 'OLIVAR', 'PICHILEMU', 'PALMILLA', 'PAREDONES', 'QUINTA DE TILCOCO']|LIBERTADOR GENERAL BERNARDO O HIGGINS
768|AVDA SAN MIGUEL,273,Biobío|SAN MIGUEL|['TALCAHUANO', 'CONCEPCION']|BIO BIO
769|ANDES,2183,Metropolitana de Santiago|ANDES|['PUDAHUEL', 'SANTIAGO', 'PENALOLEN']|METROPOLITANA DE SANTIAGO
770|PICHILEMU,SN,Lib. Gral. Bernardo O'Higgi|PICHILEMU|['PICHILEMU', 'PEUMO']|LIBERTADOR GENERAL BERNARDO O HIGGINS
771|RAMON RIVAS,536,Metropolitana de Santiag|RAMON RIVAS|['ESTACION CENTRAL']|METROPOLITANA DE SANTIAGO
772|SALOMON,101,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
773|CHUNGARA,1720,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
774|SANTA ELSIRA SN,0,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
775|SANDRO DE ESCALONA,55,Metropolitana de S|SANDRO ESCALONA|['SAN BERNARDO']|METROPOLITANA DE SANTIAGO
776|LOS ULMOS,128,Los Lagos|LOS ULMOS|['DALCAHUE', 'PUERTO MONTT', 'FRESIA', 'PURRANQUE', 'PUERTO OCTAY', 'LLANQUIHUE', 'MAULLIN', 'SAN PABLO', 'PUYEHUE', 'CALBUCO', 'PUERTO VARAS', 'ANCUD', 'CHAITEN']|LOS LAGOS
777|VILLA GALILEA A 23 SUR 324,0,Maule|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|MAULE
778|VICUA MACKENNA,847,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
779|AV AUSTRAL,326,Lib. Gral. Bernardo O'Hig|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
780|PICHIDEGUA,753,Lib. Gral. Bernardo O'Hig|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
781|RAMON RIVAS,536,Metropolitana de Santiag|RAMON RIVAS|['ESTACION CENTRAL']|METROPOLITANA DE SANTIAGO
782|SALOMON,101,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
783|CHUNGARA,1720,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
784|SANTA ELSIRA SN,0,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
785|SANDRO DE ESCALONA,55,Metropolitana de S|SANDRO ESCALONA|['SAN BERNARDO']|METROPOLITANA DE SANTIAGO
786|LOS ULMOS,128,Los Lagos|LOS ULMOS|['DALCAHUE', 'PUERTO MONTT', 'FRESIA', 'PURRANQUE', 'PUERTO OCTAY', 'LLANQUIHUE', 'MAULLIN', 'SAN PABLO', 'PUYEHUE', 'CALBUCO', 'PUERTO VARAS', 'ANCUD', 'CHAITEN']|LOS LAGOS
787|V MACKENNA,156,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
788|TEGUALDA,17,Metropolitana de Santiago|TEGUALDA|['LAMPA', 'NUNOA', 'TALAGANTE', 'LA FLORIDA', 'PROVIDENCIA', 'MAIPU', 'COLINA', 'QUINTA NORMAL', 'SAN RAMON']|METROPOLITANA DE SANTIAGO
789|PABELLON 1 CASA 2 CERRO MORENO,0000,Anto|DIRECCIÓN DESCONOCIDA|CERRO NAVIA|METROPOLITANA DE SANTIAGO
790|MANUEL VARAS,161,Los Lagos|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LOS LAGOS
791|RUCALHUE,0808,Maule|RUCALHUE|['LINARES']|MAULE
792|SANTA TERESITA,819,Metropolitana de Sant|SANTA TERESITA|['CERRILLOS', 'LAMPA', 'PUENTE ALTO', 'COLINA', 'PADRE HURTADO']|METROPOLITANA DE SANTIAGO
793|ALBERTO BLES GAN A,2920,Metropolitana de|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
